review_index,aspect,aspect_sentiment
3053,price,positive
3054,price,positive
3055,price,positive
3056,price,positive
3057,price,positive
3058,price,neutral
3059,price,positive
3060,performance,neutral
3061,price,neutral
3062,battery,positive
3063,price,neutral
3064,price,positive
3065,price,neutral
3065,battery,neutral
3066,price,neutral
3067,price,positive
3068,price,positive
3069,price,positive
3070,quality,positive
3071,price,positive
3072,price,positive
3073,price,positive
3074,price,positive
3075,price,positive
3076,battery,neutral
3077,price,positive
3078,price,positive
3079,price,positive
3080,price,positive
3081,price,neutral
3082,price,positive
3083,quality,neutral
3084,quality,positive
3085,price,positive
3086,battery,positive
3087,performance,neutral
3088,battery,positive
3089,packaging,neutral
3089,performance,neutral
3090,price,neutral
3091,price,positive
3092,price,positive
3093,price,neutral
3094,price,positive
3094,battery,positive
3095,packaging,neutral
3095,performance,neutral
3096,price,positive
3097,price,neutral
3098,price,positive
3099,quality,positive
3100,battery,positive
3101,price,positive
3102,price,positive
3103,price,positive
3104,price,positive
3105,performance,neutral
3106,price,positive
3106,quality,positive
3107,price,neutral
3108,price,positive
3109,price,positive
3110,price,positive
3110,quality,positive
3111,price,positive
3111,performance,positive
3112,price,positive
3113,price,positive
3114,price,positive
3115,price,positive
3115,quality,positive
3116,quality,positive
3117,price,positive
3118,price,positive
3119,price,positive
3120,price,positive
3120,quality,positive
3121,price,positive
3122,quality,positive
3123,battery,positive
3124,price,positive
3125,quality,positive
3126,price,positive
3127,price,neutral
3128,price,positive
3129,price,positive
3130,quality,positive
3131,quality,positive
3132,price,positive
3133,price,positive
3134,battery,positive
3135,price,positive
3136,battery,positive
3137,price,positive
3138,price,positive
3139,price,neutral
3140,price,positive
3141,price,positive
3142,quality,positive
3143,battery,positive
3144,quality,positive
3145,price,negative
3146,price,positive
3147,price,positive
3148,price,positive
3148,quality,positive
3149,price,neutral
3150,price,positive
3150,quality,positive
3151,price,neutral
3152,battery,positive
3153,price,neutral
3154,price,positive
3155,battery,positive
3156,price,positive
3157,price,positive
3157,battery,positive
3158,price,positive
3159,price,positive
3160,price,positive
3161,battery,neutral
3161,support,neutral
3162,quality,positive
3163,price,neutral
3164,price,positive
3165,price,positive
3166,price,positive
3166,quality,positive
3166,battery,positive
3167,quality,positive
3168,price,positive
3169,price,neutral
3170,price,positive
3171,price,negative
3172,price,neutral
3173,price,positive
3174,support,neutral
3175,quality,positive
3176,price,positive
3176,quality,positive
3177,price,positive
3178,price,positive
3178,battery,positive
3179,price,positive
3180,price,positive
3181,price,neutral
3182,battery,positive
3183,price,positive
3184,price,positive
3185,price,positive
3186,price,positive
3187,price,neutral
3188,price,positive
3189,quality,positive
3190,price,positive
3191,battery,positive
3192,price,neutral
3193,battery,positive
3194,battery,positive
3195,price,positive
3196,quality,positive
3197,price,positive
3198,price,positive
3199,price,positive
3200,price,neutral
3201,quality,positive
3202,price,positive
3203,support,positive
3204,price,neutral
3205,price,negative
3206,battery,positive
3207,price,positive
3208,price,neutral
3209,price,positive
3210,price,positive
3211,price,positive
3212,quality,positive
3213,quality,positive
3214,price,positive
3215,price,positive
3216,price,positive
3217,price,positive
3218,price,positive
3219,price,positive
3220,price,positive
3220,battery,positive
3221,price,positive
3222,price,positive
3223,price,positive
3224,price,neutral
3225,price,neutral
3226,price,positive
3226,quality,positive
3227,price,positive
3228,price,positive
3229,price,positive
3229,quality,positive
3229,battery,positive
3229,performance,positive
3230,price,positive
3230,quality,positive
3231,price,positive
3231,quality,positive
3232,price,positive
3233,price,positive
3234,quality,positive
3235,price,positive
3236,battery,positive
3237,price,positive
3238,price,positive
3239,price,neutral
3240,price,positive
3241,price,neutral
3242,price,positive
3243,battery,positive
3244,price,positive
3245,price,neutral
3246,design,positive
3247,price,positive
3248,price,positive
3249,price,positive
3250,price,positive
3250,quality,positive
3250,performance,positive
3251,price,positive
3252,price,positive
3253,price,positive
3254,battery,neutral
3255,price,positive
3256,price,positive
3257,price,positive
3258,price,neutral
3259,price,positive
3260,price,positive
3261,price,positive
3262,price,neutral
3263,price,positive
3264,support,positive
3265,price,positive
3266,quality,positive
3267,price,positive
3268,price,positive
3269,price,positive
3270,price,positive
3270,battery,positive
3271,price,positive
3272,price,positive
3273,quality,positive
3274,battery,positive
3275,price,neutral
3276,price,positive
3277,price,positive
3278,price,positive
3279,price,positive
3280,price,positive
3281,performance,positive
3282,price,neutral
3283,price,neutral
3284,price,positive
3285,price,positive
3286,price,positive
3286,quality,positive
3287,price,positive
3287,quality,positive
3288,price,positive
3289,price,positive
3290,price,positive
3291,price,positive
3292,price,positive
3293,price,positive
3294,quality,positive
3295,quality,neutral
3295,battery,neutral
3295,support,neutral
3296,quality,positive
3297,price,positive
3298,price,positive
3299,price,positive
3300,price,positive
3301,price,positive
3302,quality,positive
3303,quality,neutral
3304,price,positive
3305,price,positive
3306,price,positive
3307,battery,positive
3308,price,neutral
3309,price,positive
3309,quality,positive
3310,quality,positive
3311,price,neutral
3311,battery,neutral
3312,price,positive
3313,price,positive
3314,performance,positive
3315,price,positive
3316,price,positive
3317,price,positive
3318,price,positive
3319,price,positive
3320,price,positive
3321,battery,positive
3322,price,neutral
3322,quality,neutral
3322,battery,neutral
3323,quality,positive
3324,battery,neutral
3325,quality,neutral
3326,performance,positive
3327,price,positive
3328,price,neutral
3328,quality,neutral
3329,price,positive
3330,price,positive
3331,price,positive
3332,price,positive
3333,price,positive
3334,price,positive
3335,price,neutral
3335,battery,neutral
3336,quality,positive
3336,design,positive
3337,battery,positive
3338,price,positive
3339,price,positive
3340,price,neutral
3341,price,neutral
3341,performance,neutral
3342,price,positive
3343,price,positive
3344,price,positive
3345,price,positive
3345,performance,positive
3346,price,positive
3347,price,positive
3348,price,positive
3348,battery,positive
3349,price,positive
3350,battery,neutral
3351,quality,negative
3352,price,positive
3353,price,positive
3354,price,positive
3354,quality,positive
3355,price,neutral
3356,price,positive
3357,price,positive
3358,quality,positive
3359,price,positive
3360,price,positive
3361,price,positive
3362,quality,positive
3363,price,positive
3364,price,positive
3365,price,positive
3366,quality,positive
3367,price,positive
3368,price,positive
3369,price,neutral
3370,price,positive
3371,price,positive
3372,price,positive
3373,price,positive
3374,price,positive
3375,price,neutral
3376,price,positive
3377,price,neutral
3378,price,positive
3379,price,positive
3380,price,positive
3381,price,positive
3382,price,positive
3382,battery,positive
3383,price,neutral
3383,quality,neutral
3383,battery,neutral
3384,price,neutral
3385,price,positive
3386,price,positive
3387,quality,neutral
3388,quality,positive
3389,quality,neutral
3390,price,neutral
3391,price,positive
3392,support,neutral
3393,price,positive
3394,price,positive
3395,design,positive
3396,battery,positive
3397,price,positive
3398,quality,positive
3399,quality,positive
3400,quality,positive
3401,price,positive
3402,quality,positive
3403,price,neutral
3404,price,neutral
3405,price,negative
3406,price,positive
3407,quality,positive
3408,price,positive
3409,price,positive
3410,price,positive
3411,price,positive
3412,price,positive
3413,price,neutral
3414,price,positive
3415,price,positive
3416,price,positive
3417,price,positive
3418,quality,positive
3419,price,neutral
3420,price,positive
3421,price,positive
3422,price,neutral
3423,price,neutral
3424,price,positive
3425,price,positive
3426,price,positive
3427,price,positive
3428,price,neutral
3429,price,positive
3430,price,positive
3431,price,positive
3432,price,positive
3432,quality,positive
3433,price,neutral
3434,price,positive
3435,quality,neutral
3436,price,positive
3437,price,neutral
3438,price,positive
3439,battery,positive
3440,price,positive
3441,price,positive
3442,price,positive
3443,price,positive
3444,price,positive
3445,quality,positive
3446,price,positive
3447,price,positive
3448,price,positive
3449,quality,positive
3450,price,positive
3451,price,positive
3452,price,positive
3453,price,positive
3454,price,neutral
3455,price,positive
3456,price,positive
3457,price,neutral
3458,price,positive
3459,price,positive
3460,price,neutral
3461,price,positive
3462,price,positive
3463,price,positive
3464,quality,positive
3465,price,positive
3466,price,positive
3467,battery,neutral
3468,price,positive
3469,price,positive
3470,price,positive
3471,price,positive
3472,price,positive
3473,price,positive
3474,quality,positive
3475,quality,positive
3475,performance,positive
3476,price,positive
3477,price,positive
3478,price,positive
3479,price,neutral
3480,price,positive
3481,quality,positive
3482,price,neutral
3483,battery,positive
3484,price,positive
3485,price,positive
3486,support,positive
3487,price,positive
3488,price,positive
3489,price,neutral
3490,battery,neutral
3491,price,positive
3492,price,positive
3493,price,positive
3494,price,positive
3495,price,positive
3496,price,positive
3496,quality,positive
3497,delivery,positive
3498,price,neutral
3499,quality,positive
3500,price,positive
3501,price,positive
3502,price,positive
3502,quality,positive
3503,price,positive
3504,price,positive
3505,price,positive
3506,price,neutral
3507,price,positive
3508,price,positive
3508,quality,positive
3509,price,positive
3510,price,positive
3510,quality,positive
3511,price,neutral
3512,price,positive
3512,quality,positive
3513,price,neutral
3513,battery,neutral
3514,price,positive
3515,price,neutral
3516,price,positive
3517,battery,neutral
3518,price,positive
3519,price,positive
3520,price,positive
3521,price,positive
3522,price,positive
3523,performance,neutral
3524,price,positive
3525,price,negative
3526,price,positive
3527,price,positive
3528,price,positive
3529,price,positive
3530,price,positive
3531,price,positive
3532,price,positive
3533,price,neutral
3534,design,positive
3535,price,positive
3536,price,positive
3537,price,neutral
3538,price,positive
3539,support,negative
3540,price,positive
3540,quality,positive
3541,price,positive
3542,price,neutral
3543,price,positive
3544,price,positive
3545,price,positive
3546,battery,positive
3547,battery,positive
3548,price,positive
3549,price,positive
3550,battery,positive
3551,price,positive
3552,price,positive
3553,price,positive
3554,battery,positive
3555,price,neutral
3556,price,positive
3557,price,positive
3557,quality,positive
3558,price,positive
3559,quality,positive
3560,battery,neutral
3561,price,positive
3562,price,positive
3563,quality,positive
3563,battery,positive
3564,price,positive
3565,price,positive
3566,battery,positive
3567,price,positive
3568,price,positive
3569,price,positive
3570,price,positive
3570,quality,positive
3571,price,positive
3572,price,positive
3573,price,neutral
3574,price,positive
3575,price,positive
3576,price,positive
3577,price,positive
3578,price,positive
3579,price,neutral
3580,price,positive
3581,delivery,positive
3582,price,positive
3583,price,positive
3584,price,positive
3585,price,positive
3586,price,positive
3587,price,positive
3588,price,positive
3589,price,positive
3590,price,positive
3591,price,positive
3592,price,positive
3593,price,positive
3593,quality,positive
3594,battery,positive
3595,price,positive
3596,price,positive
3597,price,positive
3598,price,positive
3599,battery,positive
3600,price,positive
3601,price,neutral
3602,quality,positive
3603,price,positive
3604,price,positive
3605,price,positive
3606,price,positive
3607,price,positive
3607,quality,positive
3608,price,positive
3609,price,positive
3610,price,positive
3611,price,positive
3612,price,positive
3613,price,positive
3614,price,positive
3615,price,positive
3616,price,positive
3617,price,positive
3618,battery,positive
3619,price,positive
3620,price,neutral
3621,price,positive
3622,price,positive
3623,price,positive
3624,delivery,positive
3625,performance,positive
3626,price,neutral
3627,battery,neutral
3628,price,positive
3629,price,positive
3630,price,positive
3631,price,positive
3632,price,positive
3633,price,positive
3634,price,positive
3635,price,positive
3636,performance,neutral
3637,price,positive
3638,price,neutral
3639,price,positive
3640,price,positive
3641,price,positive
3642,price,positive
3643,price,positive
3644,price,positive
3645,price,neutral
3646,price,positive
3647,price,positive
3648,price,positive
3649,price,positive
3650,price,positive
3651,performance,positive
3652,price,positive
3653,price,positive
3654,price,positive
3654,performance,positive
3655,price,positive
3656,price,positive
3657,price,neutral
3657,performance,neutral
3658,price,positive
3659,price,neutral
3660,price,neutral
3661,price,positive
3662,price,negative
3663,support,negative
3664,price,positive
3665,price,positive
3666,performance,positive
3667,price,positive
3668,price,positive
3669,battery,positive
3669,support,positive
3670,price,positive
3671,quality,positive
3672,price,positive
3673,price,neutral
3674,price,positive
3675,price,positive
3676,performance,positive
3677,price,positive
3678,price,positive
3679,price,neutral
3680,price,positive
3681,price,positive
3682,price,positive
3683,price,neutral
3684,battery,positive
3685,quality,neutral
3686,price,positive
3687,price,positive
3688,price,positive
3689,price,positive
3690,quality,positive
3690,battery,positive
3691,price,neutral
3692,price,positive
3693,price,positive
3694,price,positive
3695,price,positive
3696,price,positive
3697,price,neutral
3698,price,neutral
3699,price,positive
3700,price,positive
3701,price,neutral
3702,price,positive
3703,price,positive
3704,price,positive
3705,price,positive
3706,price,neutral
3707,price,neutral
3707,performance,neutral
3708,price,positive
3709,price,negative
3710,quality,positive
3711,quality,positive
3712,price,positive
3713,price,positive
3714,price,negative
3714,quality,negative
3714,performance,negative
3715,price,negative
3716,price,positive
3716,quality,positive
3717,price,positive
3718,price,positive
3719,battery,positive
3720,price,positive
3720,design,positive
3721,price,positive
3722,quality,positive
3723,price,positive
3724,price,positive
3725,battery,neutral
3726,price,neutral
3727,battery,neutral
3727,performance,neutral
3728,battery,positive
3729,price,positive
3730,price,neutral
3731,price,positive
3732,price,positive
3733,price,positive
3734,battery,positive
3735,price,positive
3736,price,positive
3736,quality,positive
3737,price,positive
3738,price,neutral
3739,price,positive
3740,price,positive
3741,price,neutral
3742,price,neutral
3743,price,positive
3744,price,positive
3745,price,positive
3746,price,positive
3747,price,positive
3748,price,positive
3749,price,positive
3750,battery,neutral
3751,quality,positive
3752,price,positive
3753,price,positive
3754,price,positive
3755,battery,negative
3756,price,positive
3757,price,positive
3758,price,positive
3759,price,positive
3760,price,positive
3761,price,positive
3762,price,positive
3763,price,positive
3764,price,positive
3765,price,negative
3766,battery,neutral
3767,price,neutral
3767,performance,neutral
3768,price,positive
3768,battery,positive
3769,price,positive
3770,price,positive
3771,price,neutral
3772,price,positive
3773,price,positive
3774,quality,positive
3775,price,neutral
3776,price,neutral
3777,price,positive
3778,price,positive
3779,price,neutral
3780,price,positive
3781,price,positive
3782,quality,positive
3782,battery,positive
3783,price,positive
3783,quality,positive
3784,battery,negative
3784,performance,negative
3785,price,positive
3786,price,negative
3787,price,positive
3787,battery,positive
3788,price,positive
3789,price,positive
3790,price,positive
3790,quality,positive
3791,support,negative
3792,design,negative
3792,performance,negative
3793,price,positive
3794,price,negative
3795,price,neutral
3796,battery,negative
3797,price,positive
3798,price,neutral
3799,quality,negative
3800,price,neutral
3801,price,positive
3802,price,neutral
3802,battery,neutral
3803,price,neutral
3804,price,negative
3805,price,positive
3806,price,positive
3807,price,positive
3808,price,neutral
3809,price,positive
3810,battery,positive
3811,price,positive
3812,price,positive
3812,quality,positive
3813,price,positive
3814,price,positive
3815,price,neutral
3816,price,neutral
3817,price,positive
3818,price,positive
3818,quality,positive
3819,price,neutral
3820,price,positive
3821,quality,positive
3822,price,positive
3823,price,positive
3824,quality,positive
3825,price,positive
3826,battery,neutral
3827,price,positive
3828,price,positive
3829,price,positive
3830,price,positive
3831,quality,positive
3832,price,positive
3833,battery,neutral
3834,price,positive
3835,price,positive
3836,price,positive
3837,price,neutral
3838,battery,neutral
3839,price,neutral
3840,price,positive
3841,price,positive
3842,price,positive
3843,price,positive
3843,quality,positive
3844,price,positive
3844,quality,positive
3845,price,positive
3846,price,positive
3847,price,positive
3848,price,positive
3849,price,positive
3850,battery,positive
3851,battery,positive
3852,battery,positive
3853,battery,positive
3854,quality,positive
3854,battery,positive
3855,battery,positive
3856,price,positive
3856,quality,positive
3857,battery,positive
3858,battery,positive
3859,price,positive
3859,quality,positive
3860,quality,positive
3861,price,positive
3862,price,positive
3863,quality,positive
3864,price,positive
3865,price,positive
3866,quality,positive
3867,price,positive
3868,price,positive
3869,price,positive
3870,price,neutral
3871,battery,positive
3871,performance,positive
3872,price,positive
3873,price,positive
3873,performance,positive
3874,battery,positive
3875,price,positive
3876,price,positive
3876,quality,positive
3877,price,positive
3877,quality,positive
3878,price,positive
3879,price,positive
3880,price,positive
3880,quality,positive
3881,quality,positive
3882,price,positive
3883,price,positive
3884,price,positive
3884,quality,positive
3885,battery,positive
3886,price,positive
3887,price,positive
3887,quality,positive
3888,price,positive
3889,performance,positive
3890,price,positive
3891,performance,positive
3892,price,positive
3892,quality,positive
3893,price,positive
3894,battery,negative
3895,price,positive
3896,price,positive
3896,quality,positive
3897,price,positive
3898,quality,positive
3898,battery,positive
3899,battery,positive
3900,battery,positive
3901,price,positive
3902,price,positive
3903,price,positive
3904,price,positive
3905,battery,positive
3906,price,positive
3907,price,positive
3908,quality,positive
3909,performance,negative
3910,price,positive
3911,price,positive
3911,quality,positive
3912,price,positive
3913,price,positive
3914,price,positive
3915,battery,negative
3916,price,positive
3917,price,positive
3918,support,neutral
3919,price,positive
3920,price,positive
3921,price,positive
3922,performance,positive
3923,price,positive
3924,quality,positive
3925,price,positive
3926,price,positive
3927,price,neutral
3928,battery,neutral
3929,price,positive
3930,price,positive
3931,price,positive
3932,price,neutral
3932,design,neutral
3933,battery,positive
3934,price,positive
3935,price,neutral
3936,price,positive
3937,quality,positive
3938,price,positive
3939,performance,positive
3940,battery,positive
3941,price,positive
3942,price,positive
3943,price,positive
3943,quality,positive
3944,quality,positive
3945,battery,positive
3946,price,positive
3947,price,positive
3948,price,positive
3949,price,positive
3950,price,positive
3951,price,positive
3952,battery,neutral
3952,performance,neutral
3953,price,positive
3954,battery,positive
3955,price,neutral
3956,quality,positive
3957,price,positive
3958,price,positive
3959,quality,positive
3960,price,positive
3961,price,positive
3962,battery,neutral
3963,price,positive
3964,price,positive
3965,price,neutral
3966,price,positive
3967,price,positive
3968,price,positive
3969,price,positive
3970,price,positive
3970,quality,positive
3971,price,positive
3972,performance,positive
3973,price,neutral
3974,price,positive
3975,battery,positive
3976,battery,positive
3977,price,positive
3978,battery,negative
3979,price,positive
3980,battery,positive
3981,quality,positive
3982,quality,positive
3983,price,positive
3984,price,neutral
3985,price,neutral
3986,price,positive
3987,battery,positive
3988,price,positive
3989,price,positive
3990,price,positive
3991,price,positive
3992,price,positive
3993,price,positive
3993,design,positive
3994,quality,neutral
3995,price,negative
3996,battery,neutral
3997,price,positive
3998,price,positive
3999,battery,neutral
4000,price,positive
4001,battery,positive
4002,price,neutral
4002,quality,neutral
4003,price,positive
4004,price,positive
4005,price,positive
4006,quality,positive
4007,performance,neutral
4008,price,negative
4008,battery,negative
4008,performance,negative
4009,battery,positive
4010,price,positive
4011,price,positive
4012,battery,neutral
4013,price,positive
4014,quality,neutral
4015,quality,neutral
4016,price,positive
4017,battery,positive
4018,price,positive
4019,battery,positive
4020,quality,positive
4021,price,positive
4022,battery,positive
4023,price,positive
4024,price,positive
4025,price,neutral
4026,price,positive
4026,quality,positive
4027,battery,positive
4028,battery,positive
4029,price,positive
4030,price,positive
4031,price,positive
4032,price,negative
4033,price,positive
4034,price,positive
4035,quality,positive
4036,battery,neutral
4037,price,positive
4038,price,positive
4039,price,positive
4040,price,positive
4041,price,positive
4042,price,positive
4043,price,positive
4044,price,positive
4045,price,positive
4046,price,positive
4046,quality,positive
4047,quality,neutral
4048,price,positive
4049,price,positive
4050,quality,negative
4051,price,positive
4052,price,positive
4053,price,positive
4054,quality,negative
4055,price,positive
4056,price,positive
4057,price,positive
4058,price,positive
4059,price,neutral
4060,battery,positive
4061,battery,positive
4062,price,positive
4063,battery,positive
4064,support,negative
4065,quality,positive
4065,battery,positive
4066,battery,positive
4067,price,positive
4068,design,positive
4069,price,neutral
4070,price,neutral
4071,price,negative
4072,quality,neutral
4073,price,neutral
4074,price,positive
4075,price,positive
4076,battery,positive
4077,price,neutral
4078,battery,neutral
4079,battery,positive
4080,price,positive
4081,battery,neutral
4082,battery,positive
4083,price,positive
4084,price,positive
4085,price,neutral
4085,quality,neutral
4086,price,positive
4087,design,positive
4088,battery,positive
4089,battery,neutral
4090,price,positive
4091,price,positive
4092,price,positive
4093,price,positive
4093,quality,positive
4094,price,positive
4095,price,positive
4096,price,positive
4097,quality,negative
4098,battery,positive
4099,battery,neutral
4100,price,positive
4101,price,positive
4102,price,positive
4103,battery,positive
4104,battery,positive
4105,battery,positive
4106,price,positive
4107,quality,positive
4108,price,positive
4109,price,neutral
4110,performance,positive
4111,performance,neutral
4112,battery,positive
4113,battery,positive
4114,price,neutral
4115,price,positive
4116,price,positive
4117,battery,neutral
4118,battery,positive
4119,price,positive
4120,battery,positive
4121,battery,neutral
4122,battery,positive
4123,quality,positive
4123,battery,positive
4124,quality,positive
4125,price,positive
4126,price,positive
4127,quality,positive
4128,battery,positive
4129,price,positive
4130,price,positive
4131,price,positive
4132,price,positive
4133,battery,positive
4134,price,positive
4134,battery,positive
4135,price,positive
4136,battery,positive
4137,price,positive
4138,price,positive
4139,price,positive
4140,price,positive
4140,design,positive
4141,price,positive
4142,price,positive
4143,price,positive
4144,quality,positive
4145,quality,positive
4146,battery,positive
4147,price,neutral
4147,battery,neutral
4148,price,positive
4149,battery,positive
4150,price,positive
4151,price,positive
4152,price,positive
4153,battery,neutral
4154,price,positive
4155,price,negative
4156,price,neutral
4157,price,positive
4158,price,positive
4158,quality,positive
4159,battery,negative
4160,price,positive
4161,quality,positive
4162,price,positive
4163,price,positive
4164,price,positive
4165,price,positive
4166,support,positive
4167,quality,positive
4168,price,positive
4169,price,positive
4170,quality,positive
4171,price,positive
4171,quality,positive
4172,battery,neutral
4173,performance,positive
4174,quality,positive
4175,battery,positive
4176,price,positive
4177,battery,positive
4178,price,positive
4179,battery,positive
4180,price,positive
4181,price,positive
4182,support,positive
4183,price,neutral
4184,price,positive
4185,price,positive
4186,price,positive
4187,price,positive
4188,quality,positive
4189,battery,positive
4190,performance,positive
4191,quality,positive
4192,price,positive
4192,quality,positive
4193,quality,neutral
4193,performance,neutral
4194,quality,neutral
4194,performance,neutral
4195,quality,neutral
4196,price,positive
4197,battery,neutral
4198,price,positive
4199,support,negative
4200,battery,positive
4201,battery,positive
4202,battery,positive
4203,price,positive
4203,quality,positive
4204,battery,positive
4205,battery,neutral
4206,price,positive
4207,quality,neutral
4208,quality,positive
4209,quality,positive
4210,price,positive
4211,price,positive
4212,price,positive
4213,battery,negative
4214,design,positive
4215,quality,positive
4215,battery,positive
4216,price,positive
4217,battery,positive
4218,battery,positive
4219,price,positive
4220,battery,neutral
4221,performance,positive
4222,price,positive
4222,performance,positive
4223,price,neutral
4224,quality,positive
4224,support,positive
4225,price,positive
4226,price,neutral
4227,price,positive
4228,price,positive
4229,price,positive
4230,quality,positive
4231,battery,positive
4232,battery,positive
4233,battery,positive
4234,battery,positive
4235,quality,positive
4236,price,positive
4236,battery,positive
4237,battery,positive
4238,quality,positive
4239,battery,positive
4240,price,positive
4241,price,positive
4242,battery,positive
4243,price,positive
4244,battery,positive
4245,battery,positive
4246,price,positive
4247,battery,positive
4248,price,positive
4249,battery,positive
4250,battery,positive
4251,price,positive
4252,battery,positive
4253,battery,positive
4254,battery,positive
4255,price,neutral
4256,price,positive
4257,battery,positive
4258,battery,negative
4259,price,positive
4260,battery,positive
4261,battery,positive
4262,battery,positive
4263,battery,positive
4264,battery,positive
4265,quality,positive
4266,battery,positive
4267,quality,positive
4268,battery,positive
4268,design,positive
4269,battery,positive
4270,price,positive
4271,quality,positive
4272,battery,positive
4273,quality,positive
4274,quality,positive
4275,battery,positive
4276,price,positive
4277,battery,positive
4278,price,positive
4279,battery,positive
4280,battery,positive
4281,battery,positive
4282,battery,positive
4283,battery,positive
4284,battery,positive
4285,battery,positive
4286,delivery,positive
4287,battery,positive
4288,price,positive
4288,battery,positive
4289,price,positive
4289,battery,positive
4290,battery,positive
4291,battery,positive
4292,price,positive
4293,battery,positive
4294,quality,positive
4295,battery,neutral
4296,battery,positive
4297,battery,positive
4298,battery,positive
4299,quality,positive
4300,battery,positive
4301,battery,positive
4301,performance,positive
4302,performance,neutral
4303,quality,positive
4304,battery,positive
4305,price,positive
4306,battery,positive
4307,battery,positive
4308,battery,positive
4309,battery,positive
4310,battery,positive
4311,price,positive
4312,battery,positive
4313,quality,positive
4314,battery,positive
4315,design,positive
4316,battery,neutral
4317,battery,positive
4318,battery,positive
4319,battery,positive
4320,price,positive
4321,battery,positive
4322,battery,positive
4323,price,positive
4324,price,positive
4325,battery,positive
4326,battery,positive
4327,battery,positive
4328,battery,positive
4329,battery,positive
4330,price,positive
4331,price,positive
4332,price,positive
4332,quality,positive
4333,battery,positive
4334,battery,positive
4335,price,positive
4336,price,positive
4337,battery,positive
4338,price,positive
4339,battery,positive
4340,design,positive
4341,battery,positive
4342,price,positive
4343,battery,positive
4344,price,positive
4345,quality,positive
4346,price,positive
4347,battery,positive
4348,battery,positive
4349,quality,positive
4350,battery,positive
4351,battery,positive
4352,battery,positive
4353,battery,positive
4354,battery,positive
4355,battery,positive
4356,price,negative
4356,design,negative
4357,battery,positive
4358,battery,positive
4359,price,positive
4359,quality,positive
4359,battery,positive
4360,battery,positive
4361,battery,positive
4362,battery,positive
4363,design,positive
4364,battery,neutral
4365,price,positive
4366,battery,positive
4367,battery,positive
4368,price,positive
4369,battery,positive
4370,quality,negative
4371,design,positive
4372,price,neutral
4373,battery,positive
4374,price,positive
4374,battery,positive
4375,battery,positive
4376,price,positive
4376,design,positive
4377,price,positive
4378,battery,positive
4379,price,positive
4380,price,positive
4381,price,positive
4381,design,positive
4382,battery,positive
4383,price,positive
4384,battery,positive
4385,battery,positive
4386,battery,positive
4387,battery,positive
4388,price,positive
4388,battery,positive
4389,battery,positive
4390,battery,positive
4391,battery,positive
4392,battery,positive
4393,price,positive
4394,battery,positive
4395,support,positive
4396,battery,positive
4397,quality,positive
4398,price,positive
4399,price,positive
4400,battery,positive
4401,price,positive
4402,battery,positive
4403,battery,positive
4404,price,positive
4405,quality,positive
4406,battery,positive
4407,price,positive
4408,battery,neutral
4409,battery,positive
4410,battery,positive
4411,battery,positive
4412,battery,negative
4413,price,positive
4413,quality,positive
4414,price,positive
4415,battery,positive
4416,battery,positive
4417,battery,positive
4418,battery,positive
4419,battery,positive
4420,battery,positive
4421,battery,positive
4422,battery,positive
4423,battery,positive
4424,battery,positive
4425,battery,positive
4426,quality,positive
4427,battery,positive
4428,quality,positive
4429,battery,positive
4430,battery,positive
4431,price,positive
4432,battery,positive
4433,battery,positive
4434,battery,positive
4435,battery,positive
4436,battery,positive
4437,battery,positive
4438,price,neutral
4439,battery,positive
4440,performance,positive
4441,price,positive
4442,battery,positive
4443,price,positive
4444,battery,positive
4445,battery,positive
4446,battery,positive
4447,design,positive
4448,quality,positive
4449,battery,positive
4450,battery,positive
4451,battery,positive
4452,design,positive
4453,battery,positive
4454,battery,positive
4455,price,positive
4456,battery,positive
4457,battery,positive
4458,battery,positive
4459,battery,positive
4460,price,positive
4461,price,positive
4462,quality,positive
4463,price,positive
4464,price,positive
4465,battery,positive
4466,battery,positive
4467,battery,positive
4468,battery,positive
4469,price,positive
4470,price,positive
4470,battery,positive
4471,battery,positive
4472,battery,positive
4473,battery,positive
4474,price,positive
4475,price,positive
4476,battery,neutral
4477,battery,positive
4478,battery,positive
4479,battery,positive
4480,battery,positive
4481,battery,positive
4482,price,positive
4483,battery,positive
4484,battery,positive
4485,battery,positive
4486,price,positive
4486,quality,positive
4487,price,positive
4488,battery,positive
4489,battery,positive
4490,design,positive
4491,battery,positive
4492,battery,positive
4493,battery,positive
4494,battery,positive
4495,battery,positive
4496,price,positive
4497,battery,positive
4498,battery,positive
4498,design,positive
4499,performance,neutral
4500,price,positive
4501,battery,positive
4502,price,positive
4503,price,positive
4504,battery,positive
4505,battery,positive
4506,battery,positive
4507,price,positive
4508,battery,neutral
4509,battery,positive
4510,battery,positive
4511,quality,positive
4512,battery,positive
4513,price,positive
4514,price,neutral
4515,battery,positive
4516,battery,positive
4517,battery,positive
4518,battery,positive
4519,price,positive
4519,battery,positive
4520,battery,neutral
4521,battery,positive
4522,battery,positive
4523,battery,positive
4524,battery,positive
4525,battery,positive
4526,price,positive
4526,battery,positive
4527,battery,neutral
4528,battery,positive
4529,battery,positive
4530,battery,positive
4531,battery,positive
4532,battery,positive
4533,support,positive
4534,price,positive
4535,price,positive
4536,battery,positive
4537,battery,positive
4538,quality,positive
4539,battery,positive
4540,battery,positive
4541,price,positive
4542,battery,positive
4543,battery,neutral
4544,price,positive
4545,battery,positive
4546,battery,positive
